source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5076670864499925248,43.26465943604037,-23.64601574397737,212.5250985638592,-62.37835849612367,11.532923259258018,0.016348211,12.373149,1.8163233,1.2941847,0.5129,7.169946011084827,705.4547594998631
5076810055799383552,40.67302216309857,-24.905610239138923,214.14990865096397,-64.95694164965303,2.1179032414515166,0.04346318,15.959809,2.093152,0.9874173,0.3848,7.204539575213397,48.72867658214417
5076984637630150144,40.0544967972576,-24.965922018292684,214.0333225083366,-65.51892428180886,0.446650648513782,0.021067364,14.411836,0.43766975,0.9249495,0.1157,2.5459758444927236,21.20106950797366
5077218490009251328,40.70609743450689,-23.71648065512526,211.4359673175372,-64.67175699402192,11.97679875505422,0.0149118705,13.165006,2.0713997,1.0662352,,8.55670976105067,803.1721275378712
5077239655608080768,40.8988030860305,-23.506193386109207,211.0591372887557,-64.44995090607941,3.0301104984135017,0.065231554,16.760517,2.2839956,1.1786908,0.5334,8.634409330591115,46.45160681613536
5077278688271119232,42.1714337651336,-24.112255640114498,213.01811791150317,-63.45831239574115,1.3305198668440272,0.019134166,14.045129,0.94010067,1.0280117,0.21,4.455235818323989,69.53633969957338
5077423686367374208,43.23033802133807,-23.491870391001346,212.1860828455089,-62.37201156141734,2.197037720440356,0.020183599,12.720645,0.8663235,1.3422008,0.0053,4.424532566437948,108.85262437290575
5077451788337445632,43.33522389694144,-23.15084403237318,211.52673730676327,-62.19442877514435,1.625407512602728,0.29116032,19.455072,2.7882614,1.0403876,,10.509883313611592,5.582517262663842
5077469350459608064,42.7610233028317,-23.293570430756223,211.53992075206315,-62.741036176865066,3.6344629747069086,0.014049101,12.625337,1.0042753,1.0074877,0.0649,5.3626382446804985,258.69719170692196
5077494055111489536,42.87579814213226,-23.180130590384312,211.35809097693823,-62.610555948086514,0.6989547875438256,0.07524135,17.043823,1.4310341,1.0096849,0.2649,6.001168419820783,9.2895035448437
5077511578576810240,42.7092490548436,-23.027543007575364,210.95188023331133,-62.71990962847261,7.582539027235198,0.027889552,7.5119987,0.2982087,0.9484631,0.0457,1.8653719714840769,271.87740510264194
5077728491606465536,42.35365225048447,-22.58165533002208,209.82089702014875,-62.91832113616633,3.317660883762052,0.07459773,17.024471,2.349844,0.988664,0.3911,9.237530961730487,44.474019300078595
5077821881375788288,45.08324048076189,-24.348576997429653,214.7584198436698,-60.918993392405554,1.9096037884950232,0.07692111,17.148108,2.0414696,1.1107434,0.2225,8.330324338018343,24.825484038062154
5077999276408402560,46.0893091010254,-23.3015700609929,213.13030361126405,-59.78112915761108,2.9884158241020606,0.1851637,18.505325,2.5204964,1.0955644,,10.882530136982282,16.13931793381781
5078001857685508480,46.22318822100991,-23.19055157055173,212.9777263833072,-59.63438567224272,0.5472710030040527,0.030947499,15.228891,0.76625633,1.0880746,0.0817,3.8382031889223724,17.68385235278795
5078133524203538560,44.65603921378977,-23.372951571522847,212.6145975661345,-61.074273487310585,4.038026904617188,0.012873158,12.497193,0.96061325,1.0329479,0.0581,5.46993904120038,313.67803491708776
5078146099867779968,44.60287667679994,-23.295154403086865,212.43377933636967,-61.10243856621072,1.8557442269782616,0.013220197,12.535401,0.71502686,0.950454,0.0011,3.876891590915787,140.37190421430645
5078202759076312064,44.34153068111144,-23.10449173161706,211.92593578096947,-61.28731517602951,6.494625732407664,0.031372994,15.351604,2.3731365,1.060825,0.3877,9.026674644609935,207.013258996182
